filename,label
101_1b1_Al_sc_Meditron_win000.wav,normal
101_1b1_Al_sc_Meditron_win001.wav,normal
101_1b1_Al_sc_Meditron_win002.wav,normal
101_1b1_Al_sc_Meditron_win003.wav,normal
101_1b1_Al_sc_Meditron_win004.wav,normal
101_1b1_Pr_sc_Meditron_win000.wav,normal
101_1b1_Pr_sc_Meditron_win001.wav,normal
101_1b1_Pr_sc_Meditron_win002.wav,normal
101_1b1_Pr_sc_Meditron_win003.wav,normal
101_1b1_Pr_sc_Meditron_win004.wav,normal
102_1b1_Ar_sc_Meditron_win000.wav,normal
102_1b1_Ar_sc_Meditron_win001.wav,normal
102_1b1_Ar_sc_Meditron_win002.wav,normal
102_1b1_Ar_sc_Meditron_win003.wav,normal
102_1b1_Ar_sc_Meditron_win004.wav,normal
103_2b2_Ar_mc_LittC2SE_win000.wav,wheeze
103_2b2_Ar_mc_LittC2SE_win001.wav,normal
103_2b2_Ar_mc_LittC2SE_win002.wav,wheeze
103_2b2_Ar_mc_LittC2SE_win003.wav,wheeze
103_2b2_Ar_mc_LittC2SE_win004.wav,wheeze
104_1b1_Al_sc_Litt3200_win000.wav,normal
104_1b1_Al_sc_Litt3200_win001.wav,normal
104_1b1_Al_sc_Litt3200_win002.wav,normal
104_1b1_Al_sc_Litt3200_win003.wav,normal
104_1b1_Ar_sc_Litt3200_win000.wav,wheeze
104_1b1_Ar_sc_Litt3200_win001.wav,wheeze
104_1b1_Ar_sc_Litt3200_win002.wav,wheeze
104_1b1_Ar_sc_Litt3200_win003.wav,wheeze
104_1b1_Ar_sc_Litt3200_win004.wav,wheeze
104_1b1_Ar_sc_Litt3200_win005.wav,normal
104_1b1_Ar_sc_Litt3200_win006.wav,normal
104_1b1_Ll_sc_Litt3200_win000.wav,normal
104_1b1_Ll_sc_Litt3200_win001.wav,normal
104_1b1_Ll_sc_Litt3200_win002.wav,crackle
104_1b1_Ll_sc_Litt3200_win003.wav,normal
104_1b1_Ll_sc_Litt3200_win004.wav,normal
104_1b1_Lr_sc_Litt3200_win000.wav,normal
104_1b1_Lr_sc_Litt3200_win001.wav,normal
104_1b1_Lr_sc_Litt3200_win002.wav,normal
104_1b1_Lr_sc_Litt3200_win003.wav,normal
104_1b1_Pl_sc_Litt3200_win000.wav,normal
104_1b1_Pl_sc_Litt3200_win001.wav,normal
104_1b1_Pl_sc_Litt3200_win002.wav,normal
104_1b1_Pl_sc_Litt3200_win003.wav,normal
104_1b1_Pl_sc_Litt3200_win004.wav,normal
104_1b1_Pl_sc_Litt3200_win005.wav,normal
104_1b1_Pr_sc_Litt3200_win000.wav,normal
104_1b1_Pr_sc_Litt3200_win001.wav,normal
104_1b1_Pr_sc_Litt3200_win002.wav,normal
104_1b1_Pr_sc_Litt3200_win003.wav,normal
104_1b1_Pr_sc_Litt3200_win004.wav,normal
104_1b1_Pr_sc_Litt3200_win005.wav,normal
105_1b1_Tc_sc_Meditron_win000.wav,normal
105_1b1_Tc_sc_Meditron_win001.wav,normal
105_1b1_Tc_sc_Meditron_win002.wav,normal
105_1b1_Tc_sc_Meditron_win003.wav,normal
105_1b1_Tc_sc_Meditron_win004.wav,normal
106_2b1_Pl_mc_LittC2SE_win000.wav,crackle
106_2b1_Pl_mc_LittC2SE_win001.wav,crackle
106_2b1_Pl_mc_LittC2SE_win002.wav,crackle
106_2b1_Pl_mc_LittC2SE_win003.wav,crackle
106_2b1_Pl_mc_LittC2SE_win004.wav,crackle
106_2b1_Pr_mc_LittC2SE_win000.wav,wheeze
106_2b1_Pr_mc_LittC2SE_win001.wav,wheeze
106_2b1_Pr_mc_LittC2SE_win002.wav,wheeze
106_2b1_Pr_mc_LittC2SE_win003.wav,wheeze
106_2b1_Pr_mc_LittC2SE_win004.wav,wheeze
107_2b3_Al_mc_AKGC417L_win000.wav,crackle
107_2b3_Al_mc_AKGC417L_win001.wav,crackle
107_2b3_Al_mc_AKGC417L_win002.wav,crackle
107_2b3_Al_mc_AKGC417L_win003.wav,crackle
107_2b3_Al_mc_AKGC417L_win004.wav,crackle
107_2b3_Ar_mc_AKGC417L_win000.wav,both
107_2b3_Ar_mc_AKGC417L_win001.wav,both
107_2b3_Ar_mc_AKGC417L_win002.wav,both
